Local_Y,Local_X,v_Vel,phi,steer
-0.29108100988552693,-0.16547765377951534,0.01,0.06548370525052169,0.7071152951272963
-0.28296553077514003,-0.15963479499216873,0.01,0.1426468455909946,0.807238624541065
-0.27441952672993486,-0.15444193307802764,0.01,0.1992843890804997,0.6257706179184943
-0.2659141308690689,-0.14918282276829234,0.01,0.2492581648033008,0.5611899256151582
-0.2570151282053271,-0.14462127132270755,0.01,0.2811473900689242,0.3717464675979515
-0.24907264446210084,-0.13854533913179345,0.01,0.3335002433280227,0.584575805560686
-0.24149907357450517,-0.1320153296363514,0.01,0.38669405717372407,0.5927546866889758
-0.23357960024599833,-0.12590943558231896,0.01,0.4249854584219046,0.4411009339723812
-0.22647397177740491,-0.1188730981780784,0.01,0.47509799163188515,0.5625639388794824
-0.21910384994534832,-0.11211430359763415,0.01,0.5129634216920946,0.4365613000304516
-0.21105787616522492,-0.10617609629832513,0.01,0.5304835922011356,0.2083455061082621
-0.20375163869886231,-0.09934829327794448,0.01,0.5619039838697624,0.36657573626705503
-0.19604247579722398,-0.0929789285250038,0.01,0.5802454841782005,0.2179262824327564
-0.18913420748128582,-0.0857487259777023,0.01,0.6126276512550841,0.3771699896519318
-0.1818043932426527,-0.07894623943033365,0.01,0.631943812652288,0.22926342290467103
-0.17437821055899222,-0.07224908998083643,0.01,0.6464823908776498,0.17337230913440982
-0.1674963174304901,-0.0649937783426037,0.01,0.6700322563911314,0.27806681302703834
-0.1596409652302959,-0.05880560883854967,0.01,0.6696327580154599,-0.004793957554880379
-0.15257655917293234,-0.051727885542412345,0.01,0.686281358135927,0.1981526325591008
-0.14497404548462658,-0.04523159539963673,0.01,0.6892547942126102,0.03567177453141564
-0.13688637768732428,-0.03935030050816263,0.01,0.6806137310965048,-0.10346165494761876
-0.12894865337912864,-0.03326815180831319,0.01,0.6767848766657202,-0.04592606596709368
-0.12095694877269975,-0.027257107183326353,0.01,0.672227867250351,-0.05465009338610242
-0.11277839645524568,-0.021502866834621173,0.01,0.66378734307299,-0.10107085730706808
-0.10426711172918313,-0.016253292345970276,0.01,0.6479333172992643,-0.18883781525539545
-0.09545886557499447,-0.011518865275329023,0.01,0.6258834445890764,-0.2608621969339022
-0.08669319320679338,-0.006706071083452988,0.01,0.6082304889302345,-0.2098960795210299
-0.07792780279295747,-0.0018927633961101729,0.01,0.5930972078830755,-0.180370805743022
-0.06879538683463243,0.0021814210332118745,0.01,0.5683938379185159,-0.2912286864830149
-0.059523713086061206,0.005927894828670109,0.01,0.5421482372998309,-0.30872875630179947
-0.049819206562065184,0.00834089153934309,0.01,0.49991258948218054,-0.48260776563912366
-0.04078724397349789,0.012633169698866395,0.01,0.49187598567075663,-0.09625320123580502
-0.03140822385333342,0.016102172665937768,0.01,0.47225623561843977,-0.2327873530688714
-0.02172004584833244,0.018579914973647613,0.01,0.44072383551902816,-0.3678121674452718
-0.012118404708203304,0.02137428206051714,0.01,0.4182801088040634,-0.26538914455031243
-0.002638661757751364,0.02455775085938368,0.01,0.4048219705746295,-0.16063080515794428
0.007093356792572801,0.02685727579644053,0.01,0.3802146331673498,-0.29013526092510705
0.017064550562968163,0.02761575769683683,0.01,0.33716720465121724,-0.4910304862369119
0.02665648253949164,0.030443272676062654,0.01,0.3299540294194275,-0.08642347091913025
0.03638489985075716,0.03275798575069401,0.01,0.31620112890562607,-0.16411023504564498
0.046265488476215824,0.03429875452453935,0.01,0.293191747481981,-0.2718789761331625
0.05622514181120319,0.03519614264953049,0.01,0.2642704391190942,-0.3388130849585117
0.06608016991965787,0.03689273363782674,0.01,0.2508847103477248,-0.159775697305732
0.07604788134487253,0.03769568378798877,0.01,0.22660146990713725,-0.286441938061862
0.08592898481569385,0.03923314734818234,0.01,0.21628671345816583,-0.12338483950606081
0.09586981125412469,0.04031941146017094,0.01,0.20095595331020594,-0.18269234144630497
0.10580827042927635,0.04142712497179929,0.01,0.1881158966603816,-0.15332703787271898
0.11580101043779589,0.041808106758939964,0.01,0.1667367420089395,-0.253137767158212
0.1257760772018939,0.04251382841213406,0.01,0.15302064409782334,-0.1636759442889861
0.1357426024037692,0.041696286119414755,0.01,0.11966275018422792,-0.38786524497226615
0.1457422999397309,0.04161850958515268,0.01,0.10148800859428728,-0.21598302411518305
0.1557420196220864,0.041693384643161795,0.01,0.08807183080755245,-0.1601352978394283
